station,mean studyday,total camhours for the rep,species,rep
hm01,3,109.5,NULL,1
hm01,3,109.5,NULL,1
hm01,3,109.5,NULL,1
hm01,3,109.5,NULL,1
hm01,3,109.5,NULL,1
hm01,3,109.5,PTMA,1
hm01,8,120,NULL,2
hm01,8,120,NULL,2
hm01,8,120,NULL,2
hm01,8,120,NULL,2
hm01,8,120,NULL,2
hm01,13,120,CLLE,3
hm01,13,120,NULL,3
hm01,13,120,NULL,3
hm01,13,120,NULL,3
hm01,13,120,NULL,3
hm01,13,120,NULL,3
hm01,13,120,PTMA,3
hm01,18,120,BEPI,4
hm01,18,120,MACI,4
hm01,18,120,NULL,4
hm01,18,120,NULL,4
hm01,18,120,NULL,4
hm01,18,120,NULL,4
hm01,18,120,NULL,4
hm01,18,120,PTMA,4
hm01,23,120,NULL,5
hm01,23,120,NULL,5
hm01,23,120,NULL,5
hm01,23,120,NULL,5
hm01,23,120,NULL,5
hm01,23,120,PTMA,5
hm01,28,120,COPO,6
hm01,28,120,COPO,6
hm01,28,120,NULL,6
hm01,28,120,NULL,6
hm01,28,120,NULL,6
hm01,28,120,NULL,6
hm01,28,120,NULL,6
hm01,33,120,MUNT,7
hm01,33,120,NULL,7
hm01,33,120,NULL,7
hm01,33,120,NULL,7
hm01,33,120,NULL,7
hm01,33,120,NULL,7
hm01,33,120,SAMB,7
hm01,38,120,COPO,8
hm01,38,120,NULL,8
hm01,38,120,NULL,8
hm01,38,120,NULL,8
hm01,38,120,NULL,8
hm01,38,120,NULL,8
hm01,38,120,SAMB,8
hm01,43,120,BEPI,9
hm01,43,120,NULL,9
hm01,43,120,NULL,9
hm01,43,120,NULL,9
hm01,43,120,NULL,9
hm01,43,120,NULL,9
hm01,43,120,PTMA,9
hm01,43,120,SAMB,9
hm01,48,120,CLLE,10
hm01,48,120,NULL,10
hm01,48,120,NULL,10
hm01,48,120,NULL,10
hm01,48,120,NULL,10
hm01,48,120,NULL,10
hm01,48,120,PTMA,10
hm01,48,120,SAMB,10
hm01,48,120,SUBE,10
hm01,53,120,BEPI,11
hm01,53,120,NULL,11
hm01,53,120,NULL,11
hm01,53,120,NULL,11
hm01,53,120,NULL,11
hm01,53,120,NULL,11
hm01,58,120,NULL,12
hm01,58,120,NULL,12
hm01,58,120,NULL,12
hm01,58,120,NULL,12
hm01,58,120,NULL,12
hm01,58,120,PTMA,12
hm01,63,120,NULL,13
hm01,63,120,NULL,13
hm01,63,120,NULL,13
hm01,63,120,NULL,13
hm01,63,120,NULL,13
hm01,68,120,NULL,14
hm01,68,120,NULL,14
hm01,68,120,NULL,14
hm01,68,120,NULL,14
hm01,68,120,NULL,14
hm01,68,120,PTMA,14
hm01,73,120,BEPI,15
hm01,73,120,MUNT,15
hm01,73,120,NULL,15
hm01,73,120,NULL,15
hm01,73,120,NULL,15
hm01,73,120,NULL,15
hm01,73,120,NULL,15
hm01,73,120,SAMB,15
hm01,78,120,NULL,16
hm01,78,120,NULL,16
hm01,78,120,NULL,16
hm01,78,120,NULL,16
hm01,78,120,NULL,16
hm01,78,120,SAMB,16
hm01,83,120,NULL,17
hm01,83,120,NULL,17
hm01,83,120,NULL,17
hm01,83,120,NULL,17
hm01,83,120,NULL,17
hm01,88,120,BEPI,18
hm01,88,120,BEPI,18
hm01,88,120,NULL,18
hm01,88,120,NULL,18
hm01,88,120,NULL,18
hm01,88,120,NULL,18
hm01,88,120,NULL,18
hm01,91.5,36,NULL,19
hm01,91.5,36,NULL,19
hm03,3,103,MUNT,1
hm03,3,103,MUNT,1
hm03,3,103,NULL,1
hm03,3,103,NULL,1
hm03,3,103,NULL,1
hm03,3,103,NULL,1
hm03,3,103,NULL,1
hm03,8,120,BEPI,2
hm03,8,120,MUNT,2
hm03,8,120,NULL,2
hm03,8,120,NULL,2
hm03,8,120,NULL,2
hm03,8,120,NULL,2
hm03,8,120,NULL,2
hm03,13,120,MUNT,3
hm03,13,120,MUNT,3
hm03,13,120,NULL,3
hm03,13,120,NULL,3
hm03,13,120,NULL,3
hm03,13,120,NULL,3
hm03,13,120,NULL,3
hm03,18,120,NULL,4
hm03,18,120,NULL,4
hm03,18,120,NULL,4
hm03,18,120,NULL,4
hm03,18,120,NULL,4
hm03,18,120,PTMA,4
hm03,18,120,PTMA,4
hm03,18,120,SAMB,4
hm03,23,120,LECA,5
hm03,23,120,NULL,5
hm03,23,120,NULL,5
hm03,23,120,NULL,5
hm03,23,120,NULL,5
hm03,23,120,NULL,5
hm03,28,120,MUNT,6
hm03,28,120,MUNT,6
hm03,28,120,NULL,6
hm03,28,120,NULL,6
hm03,28,120,NULL,6
hm03,28,120,NULL,6
hm03,28,120,NULL,6
hm03,33,120,MACI,7
hm03,33,120,MUNT,7
hm03,33,120,MUNT,7
hm03,33,120,MUNT,7
hm03,33,120,NULL,7
hm03,33,120,NULL,7
hm03,33,120,NULL,7
hm03,33,120,NULL,7
hm03,33,120,NULL,7
hm03,33,120,PTMA,7
hm03,38,120,CLLE,8
hm03,38,120,MUNT,8
hm03,38,120,MUNT,8
hm03,38,120,NULL,8
hm03,38,120,NULL,8
hm03,38,120,NULL,8
hm03,38,120,NULL,8
hm03,38,120,NULL,8
hm03,38,120,PANG,8
hm03,43,120,COPO,9
hm03,43,120,NULL,9
hm03,43,120,NULL,9
hm03,43,120,NULL,9
hm03,43,120,NULL,9
hm03,43,120,NULL,9
hm03,43,120,SAMB,9
hm03,48,120,NULL,10
hm03,48,120,NULL,10
hm03,48,120,NULL,10
hm03,48,120,NULL,10
hm03,48,120,NULL,10
hm03,48,120,PTMA,10
hm03,53,120,MUNT,11
hm03,53,120,NULL,11
hm03,53,120,NULL,11
hm03,53,120,NULL,11
hm03,53,120,NULL,11
hm03,53,120,NULL,11
hm03,58,120,MACI,12
hm03,58,120,MPCI,12
hm03,58,120,MUNT,12
hm03,58,120,NULL,12
hm03,58,120,NULL,12
hm03,58,120,NULL,12
hm03,58,120,NULL,12
hm03,58,120,NULL,12
hm03,63,120,LECA,13
hm03,63,120,MACI,13
hm03,63,120,NULL,13
hm03,63,120,NULL,13
hm03,63,120,NULL,13
hm03,63,120,NULL,13
hm03,63,120,NULL,13
hm03,68,120,BEPI,14
hm03,68,120,MUNT,14
hm03,68,120,MUNT,14
hm03,68,120,NULL,14
hm03,68,120,NULL,14
hm03,68,120,NULL,14
hm03,68,120,NULL,14
hm03,68,120,NULL,14
hm03,73,120,MONG,15
hm03,73,120,MUNT,15
hm03,73,120,NULL,15
hm03,73,120,NULL,15
hm03,73,120,NULL,15
hm03,73,120,NULL,15
hm03,73,120,NULL,15
hm03,73,120,PTMA,15
hm03,73,120,PTMA,15
hm03,73,120,SAMB,15
hm03,78,120,BEPI,16
hm03,78,120,MUNT,16
hm03,78,120,NULL,16
hm03,78,120,NULL,16
hm03,78,120,NULL,16
hm03,78,120,NULL,16
hm03,78,120,NULL,16
hm03,78,120,SAMB,16
hm03,83,120,BEPI,17
hm03,83,120,MACI,17
hm03,83,120,MUNT,17
hm03,83,120,NULL,17
hm03,83,120,NULL,17
hm03,83,120,NULL,17
hm03,83,120,NULL,17
hm03,83,120,NULL,17
hm03,83,120,PTMA,17
hm03,83,120,PTMA,17
hm03,83,120,SQUI,17
hm03,88,120,LECA,18
hm03,88,120,MUNT,18
hm03,88,120,NULL,18
hm03,88,120,NULL,18
hm03,88,120,NULL,18
hm03,88,120,NULL,18
hm03,88,120,NULL,18
hm03,88,120,PTMA,18
hm03,91,17,NULL,19
hm04,3,109.5,LTPO,1
hm04,3,109.5,NULL,1
hm04,3,109.5,NULL,1
hm04,3,109.5,NULL,1
hm04,3,109.5,NULL,1
hm04,3,109.5,NULL,1
hm04,3,109.5,RATX,1
hm04,8,120,LTPO,2
hm04,8,120,NULL,2
hm04,8,120,NULL,2
hm04,8,120,NULL,2
hm04,8,120,NULL,2
hm04,8,120,NULL,2
hm04,8,120,TREE,2
hm04,13,120,LECA,3
hm04,13,120,MUNT,3
hm04,13,120,NULL,3
hm04,13,120,NULL,3
hm04,13,120,NULL,3
hm04,13,120,NULL,3
hm04,13,120,NULL,3
hm04,13,120,RATX,3
hm04,13,120,RATX,3
hm04,13,120,TREE,3
hm04,18,120,NULL,4
hm04,18,120,NULL,4
hm04,18,120,NULL,4
hm04,18,120,NULL,4
hm04,18,120,NULL,4
hm04,18,120,PTMA,4
hm04,18,120,RATX,4
hm04,18,120,RATX,4
hm04,18,120,TREE,4
hm04,18,120,TREE,4
hm04,23,120,LTPO,5
hm04,23,120,MPCI,5
hm04,23,120,NULL,5
hm04,23,120,NULL,5
hm04,23,120,NULL,5
hm04,23,120,NULL,5
hm04,23,120,NULL,5
hm04,23,120,RATX,5
hm04,28,120,BEPI,6
hm04,28,120,NULL,6
hm04,28,120,NULL,6
hm04,28,120,NULL,6
hm04,28,120,NULL,6
hm04,28,120,NULL,6
hm04,28,120,RATX,6
hm04,33,120,NULL,7
hm04,33,120,NULL,7
hm04,33,120,NULL,7
hm04,33,120,NULL,7
hm04,33,120,NULL,7
hm04,33,120,RATX,7
hm04,33,120,RATX,7
hm04,33,120,RATX,7
hm04,33,120,TREE,7
hm04,33,120,TREE,7
hm04,33,120,TREE,7
hm04,38,120,COPO,8
hm04,38,120,LTPO,8
hm04,38,120,NULL,8
hm04,38,120,NULL,8
hm04,38,120,NULL,8
hm04,38,120,NULL,8
hm04,38,120,NULL,8
hm04,38,120,PTMA,8
hm04,38,120,RATX,8
hm04,38,120,RATX,8
hm04,38,120,RATX,8
hm04,38,120,RATX,8
hm04,38,120,TREE,8
hm04,43,120,NULL,9
hm04,43,120,NULL,9
hm04,43,120,NULL,9
hm04,43,120,NULL,9
hm04,43,120,NULL,9
hm04,43,120,TREE,9
hm04,48,120,MUNT,10
hm04,48,120,NULL,10
hm04,48,120,NULL,10
hm04,48,120,NULL,10
hm04,48,120,NULL,10
hm04,48,120,NULL,10
hm04,48,120,SAMB,10
hm04,53,120,NULL,11
hm04,53,120,NULL,11
hm04,53,120,NULL,11
hm04,53,120,NULL,11
hm04,53,120,NULL,11
hm04,53,120,TREE,11
hm04,53,120,TREE,11
hm04,58,120,NULL,12
hm04,58,120,NULL,12
hm04,58,120,NULL,12
hm04,58,120,NULL,12
hm04,58,120,NULL,12
hm04,58,120,RATX,12
hm04,58,120,TREE,12
hm04,58,120,TREE,12
hm04,63,120,NULL,13
hm04,63,120,NULL,13
hm04,63,120,NULL,13
hm04,63,120,NULL,13
hm04,63,120,NULL,13
hm04,63,120,RATX,13
hm04,68,120,NULL,14
hm04,68,120,NULL,14
hm04,68,120,NULL,14
hm04,68,120,NULL,14
hm04,68,120,NULL,14
hm04,68,120,SAMB,14
hm04,68,120,TREE,14
hm04,73,120,NULL,15
hm04,73,120,NULL,15
hm04,73,120,NULL,15
hm04,73,120,NULL,15
hm04,73,120,NULL,15
hm04,73,120,RATX,15
hm04,73,120,RATX,15
hm04,78,120,CLLE,16
hm04,78,120,NULL,16
hm04,78,120,NULL,16
hm04,78,120,NULL,16
hm04,78,120,NULL,16
hm04,78,120,NULL,16
hm04,78,120,RATX,16
hm04,78,120,TREE,16
hm04,83,120,CLLE,17
hm04,83,120,CLLE,17
hm04,83,120,NULL,17
hm04,83,120,NULL,17
hm04,83,120,NULL,17
hm04,83,120,NULL,17
hm04,83,120,NULL,17
hm04,83,120,RATX,17
hm04,83,120,RATX,17
hm04,83,120,TREE,17
hm04,83,120,TREE,17
hm04,88,110,NULL,18
hm04,88,110,NULL,18
hm04,88,110,NULL,18
hm04,88,110,NULL,18
hm04,88,110,NULL,18
hm04,88,110,RATX,18
hm04,88,110,RATX,18
hm04,88,110,RATX,18
hm04,88,110,SAMB,18
hm04,88,110,TREE,18
hm05,3,108,MUNT,1
hm05,3,108,NULL,1
hm05,3,108,NULL,1
hm05,3,108,NULL,1
hm05,3,108,NULL,1
hm05,3,108,NULL,1
hm05,8,120,NULL,2
hm05,8,120,NULL,2
hm05,8,120,NULL,2
hm05,8,120,NULL,2
hm05,8,120,NULL,2
hm05,8,120,PTMA,2
hm05,8,120,SAMB,2
hm05,13,120,NULL,3
hm05,13,120,NULL,3
hm05,13,120,NULL,3
hm05,13,120,NULL,3
hm05,13,120,NULL,3
hm05,18,120,NULL,4
hm05,18,120,NULL,4
hm05,18,120,NULL,4
hm05,18,120,NULL,4
hm05,18,120,NULL,4
hm05,23,120,MUNT,5
hm05,23,120,NULL,5
hm05,23,120,NULL,5
hm05,23,120,NULL,5
hm05,23,120,NULL,5
hm05,23,120,NULL,5
hm05,28,120,NULL,6
hm05,28,120,NULL,6
hm05,28,120,NULL,6
hm05,28,120,NULL,6
hm05,28,120,NULL,6
hm05,33,120,MUNT,7
hm05,33,120,NULL,7
hm05,33,120,NULL,7
hm05,33,120,NULL,7
hm05,33,120,NULL,7
hm05,33,120,NULL,7
hm05,33,120,SAMB,7
hm05,38,120,BEPI,8
hm05,38,120,BEPI,8
hm05,38,120,NULL,8
hm05,38,120,NULL,8
hm05,38,120,NULL,8
hm05,38,120,NULL,8
hm05,38,120,NULL,8
hm05,38,120,SAMB,8
hm05,43,120,MUNT,9
hm05,43,120,NULL,9
hm05,43,120,NULL,9
hm05,43,120,NULL,9
hm05,43,120,NULL,9
hm05,43,120,NULL,9
hm05,43,120,SAMB,9
hm05,48,120,MUNT,10
hm05,48,120,MUNT,10
hm05,48,120,NULL,10
hm05,48,120,NULL,10
hm05,48,120,NULL,10
hm05,48,120,NULL,10
hm05,48,120,NULL,10
hm05,48,120,PTMA,10
hm05,48,120,SAMB,10
hm05,53,120,NULL,11
hm05,53,120,NULL,11
hm05,53,120,NULL,11
hm05,53,120,NULL,11
hm05,53,120,NULL,11
hm05,58,120,MUNT,12
hm05,58,120,NULL,12
hm05,58,120,NULL,12
hm05,58,120,NULL,12
hm05,58,120,NULL,12
hm05,58,120,NULL,12
hm05,58,120,PTMA,12
hm05,58,120,SAMB,12
hm05,63,120,NULL,13
hm05,63,120,NULL,13
hm05,63,120,NULL,13
hm05,63,120,NULL,13
hm05,63,120,NULL,13
hm05,63,120,SAMB,13
hm05,63,120,SAMB,13
hm05,68,120,BEPI,14
hm05,68,120,BEPI,14
hm05,68,120,NULL,14
hm05,68,120,NULL,14
hm05,68,120,NULL,14
hm05,68,120,NULL,14
hm05,68,120,NULL,14
hm05,68,120,SAMB,14
hm05,73,120,BEPI,15
hm05,73,120,BEPI,15
hm05,73,120,NULL,15
hm05,73,120,NULL,15
hm05,73,120,NULL,15
hm05,73,120,NULL,15
hm05,73,120,NULL,15
hm05,78,120,BEPI,16
hm05,78,120,MUNT,16
hm05,78,120,NULL,16
hm05,78,120,NULL,16
hm05,78,120,NULL,16
hm05,78,120,NULL,16
hm05,78,120,NULL,16
hm05,83,120,BEPI,17
hm05,83,120,CLLE,17
hm05,83,120,MUNT,17
hm05,83,120,NULL,17
hm05,83,120,NULL,17
hm05,83,120,NULL,17
hm05,83,120,NULL,17
hm05,83,120,NULL,17
hm05,83,120,SAMB,17
hm05,83,120,SAMB,17
hm05,83,120,SAMB,17
hm05,83,120,SAMB,17
hm05,88,109.5,BEPI,18
hm05,88,109.5,BEPI,18
hm05,88,109.5,BEPI,18
hm05,88,109.5,CLLE,18
hm05,88,109.5,NULL,18
hm05,88,109.5,NULL,18
hm05,88,109.5,NULL,18
hm05,88,109.5,NULL,18
hm05,88,109.5,NULL,18
hm05,88,109.5,SAMB,18
hm06,3,107,NULL,1
hm06,3,107,NULL,1
hm06,3,107,NULL,1
hm06,3,107,NULL,1
hm06,3,107,NULL,1
hm06,8,120,NULL,2
hm06,8,120,NULL,2
hm06,8,120,NULL,2
hm06,8,120,NULL,2
hm06,8,120,NULL,2
hm06,8,120,SAMB,2
hm06,13,120,NULL,3
hm06,13,120,NULL,3
hm06,13,120,NULL,3
hm06,13,120,NULL,3
hm06,13,120,NULL,3
hm06,18,120,NULL,4
hm06,18,120,NULL,4
hm06,18,120,NULL,4
hm06,18,120,NULL,4
hm06,18,120,NULL,4
hm06,18,120,SQUI,4
hm06,23,120,NULL,5
hm06,23,120,NULL,5
hm06,23,120,NULL,5
hm06,23,120,NULL,5
hm06,23,120,NULL,5
hm06,28,120,NULL,6
hm06,28,120,NULL,6
hm06,28,120,NULL,6
hm06,28,120,NULL,6
hm06,28,120,NULL,6
hm06,33,120,LECA,7
hm06,33,120,NULL,7
hm06,33,120,NULL,7
hm06,33,120,NULL,7
hm06,33,120,NULL,7
hm06,33,120,NULL,7
hm06,38,120,NULL,8
hm06,38,120,NULL,8
hm06,38,120,NULL,8
hm06,38,120,NULL,8
hm06,38,120,NULL,8
hm06,38,120,PTMA,8
hm06,43,120,NULL,9
hm06,43,120,NULL,9
hm06,43,120,NULL,9
hm06,43,120,NULL,9
hm06,43,120,NULL,9
hm06,48,120,NULL,10
hm06,48,120,NULL,10
hm06,48,120,NULL,10
hm06,48,120,NULL,10
hm06,48,120,NULL,10
hm06,48,120,PTMA,10
hm06,48,120,RATX,10
hm06,53,120,NULL,11
hm06,53,120,NULL,11
hm06,53,120,NULL,11
hm06,53,120,NULL,11
hm06,53,120,NULL,11
hm06,53,120,PTMA,11
hm06,53,120,RATX,11
hm06,58,120,MUNT,12
hm06,58,120,NULL,12
hm06,58,120,NULL,12
hm06,58,120,NULL,12
hm06,58,120,NULL,12
hm06,58,120,NULL,12
hm06,58,120,RATX,12
hm06,58,120,TREE,12
hm06,63,120,NULL,13
hm06,63,120,NULL,13
hm06,63,120,NULL,13
hm06,63,120,NULL,13
hm06,63,120,NULL,13
hm06,63,120,RATX,13
hm06,68,120,MUNT,14
hm06,68,120,MUNT,14
hm06,68,120,NULL,14
hm06,68,120,NULL,14
hm06,68,120,NULL,14
hm06,68,120,NULL,14
hm06,68,120,NULL,14
hm06,68,120,RATX,14
hm06,68,120,TREE,14
hm06,68,120,YTMA,14
hm06,73,120,MUNT,15
hm06,73,120,NULL,15
hm06,73,120,NULL,15
hm06,73,120,NULL,15
hm06,73,120,NULL,15
hm06,73,120,NULL,15
hm06,73,120,RATX,15
hm06,78,120,NULL,16
hm06,78,120,NULL,16
hm06,78,120,NULL,16
hm06,78,120,NULL,16
hm06,78,120,NULL,16
hm06,78,120,PRSQ,16
hm06,78,120,SAMB,16
hm06,83,120,NULL,17
hm06,83,120,NULL,17
hm06,83,120,NULL,17
hm06,83,120,NULL,17
hm06,83,120,NULL,17
hm06,83,120,RATX,17
hm06,83,120,RATX,17
hm06,88,110.5,NULL,18
hm06,88,110.5,NULL,18
hm06,88,110.5,NULL,18
hm06,88,110.5,NULL,18
hm06,88,110.5,NULL,18
hm06,88,110.5,PTMA,18
hm06,88,110.5,PTMA,18
hm06,88,110.5,RATX,18
hm06,88,110.5,SAMB,18
hm07,3,104.5,MUNT,1
hm07,3,104.5,NULL,1
hm07,3,104.5,NULL,1
hm07,3,104.5,NULL,1
hm07,3,104.5,NULL,1
hm07,3,104.5,NULL,1
hm07,8,120,MUNT,2
hm07,8,120,NULL,2
hm07,8,120,NULL,2
hm07,8,120,NULL,2
hm07,8,120,NULL,2
hm07,8,120,NULL,2
hm07,8,120,SUBE,2
hm07,13,120,NULL,3
hm07,13,120,NULL,3
hm07,13,120,NULL,3
hm07,13,120,NULL,3
hm07,13,120,NULL,3
hm07,18,120,NULL,4
hm07,18,120,NULL,4
hm07,18,120,NULL,4
hm07,18,120,NULL,4
hm07,18,120,NULL,4
hm07,23,120,NULL,5
hm07,23,120,NULL,5
hm07,23,120,NULL,5
hm07,23,120,NULL,5
hm07,23,120,NULL,5
hm07,28,120,NULL,6
hm07,28,120,NULL,6
hm07,28,120,NULL,6
hm07,28,120,NULL,6
hm07,28,120,NULL,6
hm07,28,120,SAMB,6
hm07,33,120,BEPI,7
hm07,33,120,COPO,7
hm07,33,120,NULL,7
hm07,33,120,NULL,7
hm07,33,120,NULL,7
hm07,33,120,NULL,7
hm07,33,120,NULL,7
hm07,33,120,SAMB,7
hm07,33,120,SAMB,7
hm07,33,120,SAMB,7
hm07,38,120,MUNT,8
hm07,38,120,NULL,8
hm07,38,120,NULL,8
hm07,38,120,NULL,8
hm07,38,120,NULL,8
hm07,38,120,NULL,8
hm07,38,120,SAMB,8
hm07,43,120,NULL,9
hm07,43,120,NULL,9
hm07,43,120,NULL,9
hm07,43,120,NULL,9
hm07,43,120,NULL,9
hm07,48,120,MUNT,10
hm07,48,120,NULL,10
hm07,48,120,NULL,10
hm07,48,120,NULL,10
hm07,48,120,NULL,10
hm07,48,120,NULL,10
hm07,53,120,MUNT,11
hm07,53,120,MUNT,11
hm07,53,120,MUNT,11
hm07,53,120,NULL,11
hm07,53,120,NULL,11
hm07,53,120,NULL,11
hm07,53,120,NULL,11
hm07,53,120,NULL,11
hm07,53,120,SAMB,11
hm07,53,120,SAMB,11
hm07,58,120,BEPI,12
hm07,58,120,MUNT,12
hm07,58,120,NULL,12
hm07,58,120,NULL,12
hm07,58,120,NULL,12
hm07,58,120,NULL,12
hm07,58,120,NULL,12
hm07,58,120,SAMB,12
hm07,58,120,SAMB,12
hm07,63,120,NULL,13
hm07,63,120,NULL,13
hm07,63,120,NULL,13
hm07,63,120,NULL,13
hm07,63,120,NULL,13
hm07,68,120,MUNT,14
hm07,68,120,MUNT,14
hm07,68,120,NULL,14
hm07,68,120,NULL,14
hm07,68,120,NULL,14
hm07,68,120,NULL,14
hm07,68,120,NULL,14
hm07,68,120,PANG,14
hm07,68,120,SAMB,14
hm07,68,120,SAMB,14
hm07,73,120,BEPI,15
hm07,73,120,NULL,15
hm07,73,120,NULL,15
hm07,73,120,NULL,15
hm07,73,120,NULL,15
hm07,73,120,NULL,15
hm07,78,120,MUNT,16
hm07,78,120,NULL,16
hm07,78,120,NULL,16
hm07,78,120,NULL,16
hm07,78,120,NULL,16
hm07,78,120,NULL,16
hm07,78,120,SAMB,16
hm07,83,120,MUNT,17
hm07,83,120,NULL,17
hm07,83,120,NULL,17
hm07,83,120,NULL,17
hm07,83,120,NULL,17
hm07,83,120,NULL,17
hm07,88,111.5,BEPI,18
hm07,88,111.5,NULL,18
hm07,88,111.5,NULL,18
hm07,88,111.5,NULL,18
hm07,88,111.5,NULL,18
hm07,88,111.5,NULL,18
hm08,3,103,NULL,1
hm08,3,103,NULL,1
hm08,3,103,NULL,1
hm08,3,103,NULL,1
hm08,3,103,NULL,1
hm08,8,120,NULL,2
hm08,8,120,NULL,2
hm08,8,120,NULL,2
hm08,8,120,NULL,2
hm08,8,120,NULL,2
hm08,8,120,SAMB,2
hm08,13,120,NULL,3
hm08,13,120,NULL,3
hm08,13,120,NULL,3
hm08,13,120,NULL,3
hm08,13,120,NULL,3
hm08,13,120,PTMA,3
hm08,18,120,NULL,4
hm08,18,120,NULL,4
hm08,18,120,NULL,4
hm08,18,120,NULL,4
hm08,18,120,NULL,4
hm08,23,120,MUNT,5
hm08,23,120,NULL,5
hm08,23,120,NULL,5
hm08,23,120,NULL,5
hm08,23,120,NULL,5
hm08,23,120,NULL,5
hm08,23,120,PTMA,5
hm08,28,120,NULL,6
hm08,28,120,NULL,6
hm08,28,120,NULL,6
hm08,28,120,NULL,6
hm08,28,120,NULL,6
hm08,33,120,NULL,7
hm08,33,120,NULL,7
hm08,33,120,NULL,7
hm08,33,120,NULL,7
hm08,33,120,NULL,7
hm08,38,120,NULL,8
hm08,38,120,NULL,8
hm08,38,120,NULL,8
hm08,38,120,NULL,8
hm08,38,120,NULL,8
hm08,43,120,NULL,9
hm08,43,120,NULL,9
hm08,43,120,NULL,9
hm08,43,120,NULL,9
hm08,43,120,NULL,9
hm08,43,120,SAMB,9
hm08,48,120,NULL,10
hm08,48,120,NULL,10
hm08,48,120,NULL,10
hm08,48,120,NULL,10
hm08,48,120,NULL,10
hm08,53,120,LTMA,11
hm08,53,120,NULL,11
hm08,53,120,NULL,11
hm08,53,120,NULL,11
hm08,53,120,NULL,11
hm08,53,120,NULL,11
hm08,53,120,SAMB,11
hm08,53,120,SUBE,11
hm08,58,120,BEPI,12
hm08,58,120,MUNT,12
hm08,58,120,NULL,12
hm08,58,120,NULL,12
hm08,58,120,NULL,12
hm08,58,120,NULL,12
hm08,58,120,NULL,12
hm08,63,120,MUNT,13
hm08,63,120,MUNT,13
hm08,63,120,NULL,13
hm08,63,120,NULL,13
hm08,63,120,NULL,13
hm08,63,120,NULL,13
hm08,63,120,NULL,13
hm08,63,120,SAMB,13
hm08,68,120,NULL,14
hm08,68,120,NULL,14
hm08,68,120,NULL,14
hm08,68,120,NULL,14
hm08,68,120,NULL,14
hm08,68,120,SAMB,14
hm08,73,120,MUNT,15
hm08,73,120,MUNT,15
hm08,73,120,NULL,15
hm08,73,120,NULL,15
hm08,73,120,NULL,15
hm08,73,120,NULL,15
hm08,73,120,NULL,15
hm08,73,120,SAMB,15
hm08,78,120,BEPI,16
hm08,78,120,BEPI,16
hm08,78,120,BEPI,16
hm08,78,120,NULL,16
hm08,78,120,NULL,16
hm08,78,120,NULL,16
hm08,78,120,NULL,16
hm08,78,120,NULL,16
hm08,83,120,BEPI,17
hm08,83,120,BEPI,17
hm08,83,120,BEPI,17
hm08,83,120,NULL,17
hm08,83,120,NULL,17
hm08,83,120,NULL,17
hm08,83,120,NULL,17
hm08,83,120,NULL,17
hm08,83,120,SAMB,17
hm08,88,112.5,BEPI,18
hm08,88,112.5,MUNT,18
hm08,88,112.5,NULL,18
hm08,88,112.5,NULL,18
hm08,88,112.5,NULL,18
hm08,88,112.5,NULL,18
hm08,88,112.5,NULL,18
hm08,88,112.5,PTMA,18
hm09,3,107.5,LECA,1
hm09,3,107.5,MUNT,1
hm09,3,107.5,NULL,1
hm09,3,107.5,NULL,1
hm09,3,107.5,NULL,1
hm09,3,107.5,NULL,1
hm09,3,107.5,NULL,1
hm09,8,120,MUNT,2
hm09,8,120,MUNT,2
hm09,8,120,NULL,2
hm09,8,120,NULL,2
hm09,8,120,NULL,2
hm09,8,120,NULL,2
hm09,8,120,NULL,2
hm09,13,120,MUNT,3
hm09,13,120,NULL,3
hm09,13,120,NULL,3
hm09,13,120,NULL,3
hm09,13,120,NULL,3
hm09,13,120,NULL,3
hm09,18,120,NULL,4
hm09,18,120,NULL,4
hm09,18,120,NULL,4
hm09,18,120,NULL,4
hm09,18,120,NULL,4
hm09,18,120,PTMA,4
hm09,23,120,COPO,5
hm09,23,120,MUNT,5
hm09,23,120,MUNT,5
hm09,23,120,NULL,5
hm09,23,120,NULL,5
hm09,23,120,NULL,5
hm09,23,120,NULL,5
hm09,23,120,NULL,5
hm09,23,120,PANG,5
hm09,23,120,SAMB,5
hm09,28,120,COPO,6
hm09,28,120,COPO,6
hm09,28,120,MACI,6
hm09,28,120,MUNT,6
hm09,28,120,MUNT,6
hm09,28,120,NULL,6
hm09,28,120,NULL,6
hm09,28,120,NULL,6
hm09,28,120,NULL,6
hm09,28,120,NULL,6
hm09,33,120,COPO,7
hm09,33,120,MUNT,7
hm09,33,120,MUNT,7
hm09,33,120,NULL,7
hm09,33,120,NULL,7
hm09,33,120,NULL,7
hm09,33,120,NULL,7
hm09,33,120,NULL,7
hm09,33,120,PTMA,7
hm09,38,120,COPO,8
hm09,38,120,MACI,8
hm09,38,120,MUNT,8
hm09,38,120,MUNT,8
hm09,38,120,NULL,8
hm09,38,120,NULL,8
hm09,38,120,NULL,8
hm09,38,120,NULL,8
hm09,38,120,NULL,8
hm09,38,120,PTMA,8
hm09,38,120,SAMB,8
hm09,43,120,MACI,9
hm09,43,120,MPCI,9
hm09,43,120,MUNT,9
hm09,43,120,MUNT,9
hm09,43,120,NULL,9
hm09,43,120,NULL,9
hm09,43,120,NULL,9
hm09,43,120,NULL,9
hm09,43,120,NULL,9
hm09,48,120,BEPI,10
hm09,48,120,MUNT,10
hm09,48,120,MUNT,10
