station,mean studyday,total camhours for the rep,species,rep
mu04,88,120,NULL,18
mu04,88,120,NULL,18
mu04,88,120,PTMA,18
mu04,88,120,SUBE,18
mu04,93,120,NULL,19
mu04,93,120,NULL,19
mu04,93,120,NULL,19
mu04,93,120,NULL,19
mu04,93,120,NULL,19
mu04,98,120,NULL,20
mu04,98,120,NULL,20
mu04,98,120,NULL,20
mu04,98,120,NULL,20
mu04,98,120,NULL,20
mu04,103,120,NULL,21
mu04,103,120,NULL,21
mu04,103,120,NULL,21
mu04,103,120,NULL,21
mu04,103,120,NULL,21
mu04,108,120,MUNT,22
mu04,108,120,NULL,22
mu04,108,120,NULL,22
mu04,108,120,NULL,22
mu04,108,120,NULL,22
mu04,108,120,NULL,22
mu04,113,120,MUNT,23
mu04,113,120,NULL,23
mu04,113,120,NULL,23
mu04,113,120,NULL,23
mu04,113,120,NULL,23
mu04,113,120,NULL,23
mu04,118,120,NULL,24
mu04,118,120,NULL,24
mu04,118,120,NULL,24
mu04,118,120,NULL,24
mu04,118,120,NULL,24
mu04,123,120,NULL,25
mu04,123,120,NULL,25
mu04,123,120,NULL,25
mu04,123,120,NULL,25
mu04,123,120,NULL,25
mu04,128,120,MUNT,26
mu04,128,120,NULL,26
mu04,128,120,NULL,26
mu04,128,120,NULL,26
mu04,128,120,NULL,26
mu04,128,120,NULL,26
mu04,133,120,NULL,27
mu04,133,120,NULL,27
mu04,133,120,NULL,27
mu04,133,120,NULL,27
mu04,133,120,NULL,27
mu04,138,120,NULL,28
mu04,138,120,NULL,28
mu04,138,120,NULL,28
mu04,138,120,NULL,28
mu04,138,120,NULL,28
mu04,138,120,PTMA,28
mu04,143,120,NULL,29
mu04,143,120,NULL,29
mu04,143,120,NULL,29
mu04,143,120,NULL,29
mu04,143,120,NULL,29
mu04,148,120,NULL,30
mu04,148,120,NULL,30
mu04,148,120,NULL,30
mu04,148,120,NULL,30
mu04,148,120,NULL,30
mu04,153,120,NULL,31
mu04,153,120,NULL,31
mu04,153,120,NULL,31
mu04,153,120,NULL,31
mu04,153,120,NULL,31
mu04,158,120,MUNT,32
mu04,158,120,NULL,32
mu04,158,120,NULL,32
mu04,158,120,NULL,32
mu04,158,120,NULL,32
mu04,158,120,NULL,32
mu04,163,120,MUNT,33
mu04,163,120,NULL,33
mu04,163,120,NULL,33
mu04,163,120,NULL,33
mu04,163,120,NULL,33
mu04,163,120,NULL,33
mu04,163,120,SUBE,33
mu04,168,120,NULL,34
mu04,168,120,NULL,34
mu04,168,120,NULL,34
mu04,168,120,NULL,34
mu04,168,120,NULL,34
mu04,173,120,MUNT,35
mu04,173,120,NULL,35
mu04,173,120,NULL,35
mu04,173,120,NULL,35
mu04,173,120,NULL,35
mu04,173,120,NULL,35
mu04,178,120,MUNT,36
mu04,178,120,NULL,36
mu04,178,120,NULL,36
mu04,178,120,NULL,36
mu04,178,120,NULL,36
mu04,178,120,NULL,36
mu04,183,120,MUNT,37
mu04,183,120,NULL,37
mu04,183,120,NULL,37
mu04,183,120,NULL,37
mu04,183,120,NULL,37
mu04,183,120,NULL,37
mu04,186.5,48,NULL,38
mu04,186.5,48,NULL,38
mu05,3,106,BEPI,1
mu05,3,106,NULL,1
mu05,3,106,NULL,1
mu05,3,106,NULL,1
mu05,3,106,NULL,1
mu05,3,106,NULL,1
mu05,8,120,NULL,2
mu05,8,120,NULL,2
mu05,8,120,NULL,2
mu05,8,120,NULL,2
mu05,8,120,NULL,2
mu05,13,120,NULL,3
mu05,13,120,NULL,3
mu05,13,120,NULL,3
mu05,13,120,NULL,3
mu05,13,120,NULL,3
mu05,18,120,NULL,4
mu05,18,120,NULL,4
mu05,18,120,NULL,4
mu05,18,120,NULL,4
mu05,18,120,NULL,4
mu05,23,120,NULL,5
mu05,23,120,NULL,5
mu05,23,120,NULL,5
mu05,23,120,NULL,5
mu05,23,120,NULL,5
mu05,23,120,PTMA,5
mu05,28,120,CLLE,6
mu05,28,120,NULL,6
mu05,28,120,NULL,6
mu05,28,120,NULL,6
mu05,28,120,NULL,6
mu05,28,120,NULL,6
mu05,33,120,NULL,7
mu05,33,120,NULL,7
mu05,33,120,NULL,7
mu05,33,120,NULL,7
mu05,33,120,NULL,7
mu05,38,120,NULL,8
mu05,38,120,NULL,8
mu05,38,120,NULL,8
mu05,38,120,NULL,8
mu05,38,120,NULL,8
mu05,43,120,NULL,9
mu05,43,120,NULL,9
mu05,43,120,NULL,9
mu05,43,120,NULL,9
mu05,43,120,NULL,9
mu05,48,120,NULL,10
mu05,48,120,NULL,10
mu05,48,120,NULL,10
mu05,48,120,NULL,10
mu05,48,120,NULL,10
mu05,48,120,PTMA,10
mu05,53,120,MUNT,11
mu05,53,120,NULL,11
mu05,53,120,NULL,11
mu05,53,120,NULL,11
mu05,53,120,NULL,11
mu05,53,120,NULL,11
mu05,58,120,NULL,12
mu05,58,120,NULL,12
mu05,58,120,NULL,12
mu05,58,120,NULL,12
mu05,58,120,NULL,12
mu05,63,120,MUNT,13
mu05,63,120,NULL,13
mu05,63,120,NULL,13
mu05,63,120,NULL,13
mu05,63,120,NULL,13
mu05,63,120,NULL,13
mu05,63,120,SUBE,13
mu05,68,120,MUNT,14
mu05,68,120,NULL,14
mu05,68,120,NULL,14
mu05,68,120,NULL,14
mu05,68,120,NULL,14
mu05,68,120,NULL,14
mu05,68,120,PTMA,14
mu05,68,120,SUBE,14
mu05,73,120,NULL,15
mu05,73,120,NULL,15
mu05,73,120,NULL,15
mu05,73,120,NULL,15
mu05,73,120,NULL,15
mu05,73,120,PTMA,15
mu05,78,120,NULL,16
mu05,78,120,NULL,16
mu05,78,120,NULL,16
mu05,78,120,NULL,16
mu05,78,120,NULL,16
mu05,78,120,PTMA,16
mu05,83,120,MUNT,17
mu05,83,120,NULL,17
mu05,83,120,NULL,17
mu05,83,120,NULL,17
mu05,83,120,NULL,17
mu05,83,120,NULL,17
mu05,88,120,NULL,18
mu05,88,120,NULL,18
mu05,88,120,NULL,18
mu05,88,120,NULL,18
mu05,88,120,NULL,18
mu05,88,120,SUBE,18
mu05,93,120,NULL,19
mu05,93,120,NULL,19
mu05,93,120,NULL,19
mu05,93,120,NULL,19
mu05,93,120,NULL,19
mu05,98,120,BEPI,20
mu05,98,120,NULL,20
mu05,98,120,NULL,20
mu05,98,120,NULL,20
mu05,98,120,NULL,20
mu05,98,120,NULL,20
mu05,103,120,MUNT,21
mu05,103,120,MUNT,21
mu05,103,120,NULL,21
mu05,103,120,NULL,21
mu05,103,120,NULL,21
mu05,103,120,NULL,21
mu05,103,120,NULL,21
mu05,108,120,NULL,22
mu05,108,120,NULL,22
mu05,108,120,NULL,22
mu05,108,120,NULL,22
mu05,108,120,NULL,22
mu05,113,120,MUNT,23
mu05,113,120,NULL,23
mu05,113,120,NULL,23
mu05,113,120,NULL,23
mu05,113,120,NULL,23
mu05,113,120,NULL,23
mu05,113,120,PTMA,23
mu05,118,120,NULL,24
mu05,118,120,NULL,24
mu05,118,120,NULL,24
mu05,118,120,NULL,24
mu05,118,120,NULL,24
mu05,123,120,NULL,25
mu05,123,120,NULL,25
mu05,123,120,NULL,25
mu05,123,120,NULL,25
mu05,123,120,NULL,25
mu05,128,120,MUNT,26
mu05,128,120,NULL,26
mu05,128,120,NULL,26
mu05,128,120,NULL,26
mu05,128,120,NULL,26
mu05,128,120,NULL,26
mu05,133,120,NULL,27
mu05,133,120,NULL,27
mu05,133,120,NULL,27
mu05,133,120,NULL,27
mu05,133,120,NULL,27
mu05,138,120,NULL,28
mu05,138,120,NULL,28
mu05,138,120,NULL,28
mu05,138,120,NULL,28
mu05,138,120,NULL,28
mu05,143,120,NULL,29
mu05,143,120,NULL,29
mu05,143,120,NULL,29
mu05,143,120,NULL,29
mu05,143,120,NULL,29
mu05,148,120,NULL,30
mu05,148,120,NULL,30
mu05,148,120,NULL,30
mu05,148,120,NULL,30
mu05,148,120,NULL,30
mu05,153,120,NULL,31
mu05,153,120,NULL,31
mu05,153,120,NULL,31
mu05,153,120,NULL,31
mu05,153,120,NULL,31
mu05,153,120,PTMA,31
mu05,158,120,NULL,32
mu05,158,120,NULL,32
mu05,158,120,NULL,32
mu05,158,120,NULL,32
mu05,158,120,NULL,32
mu05,163,120,NULL,33
mu05,163,120,NULL,33
mu05,163,120,NULL,33
mu05,163,120,NULL,33
mu05,163,120,NULL,33
mu05,168,120,NULL,34
mu05,168,120,NULL,34
mu05,168,120,NULL,34
mu05,168,120,NULL,34
mu05,168,120,NULL,34
mu05,173,120,MUNT,35
mu05,173,120,NULL,35
mu05,173,120,NULL,35
mu05,173,120,NULL,35
mu05,173,120,NULL,35
mu05,173,120,NULL,35
mu05,173,120,PTMA,35
mu05,178,120,NULL,36
mu05,178,120,NULL,36
mu05,178,120,NULL,36
mu05,178,120,NULL,36
mu05,178,120,NULL,36
mu05,183,120,MUNT,37
mu05,183,120,NULL,37
mu05,183,120,NULL,37
mu05,183,120,NULL,37
mu05,183,120,NULL,37
mu05,183,120,NULL,37
mu05,188,120,NULL,38
mu05,188,120,NULL,38
mu05,188,120,NULL,38
mu05,188,120,NULL,38
mu05,188,120,NULL,38
mu05,188,120,PTMA,38
mu05,193,120,NULL,39
mu05,193,120,NULL,39
mu05,193,120,NULL,39
mu05,193,120,NULL,39
mu05,193,120,NULL,39
mu05,198,120,MUNT,40
mu05,198,120,NULL,40
mu05,198,120,NULL,40
mu05,198,120,NULL,40
mu05,198,120,NULL,40
mu05,198,120,NULL,40
mu05,203,110,NULL,41
mu05,203,110,NULL,41
mu05,203,110,NULL,41
mu05,203,110,NULL,41
mu05,203,110,NULL,41
mu06,3,111,COPO,1
mu06,3,111,NULL,1
mu06,3,111,NULL,1
mu06,3,111,NULL,1
mu06,3,111,NULL,1
mu06,3,111,NULL,1
mu06,8,120,COPO,2
mu06,8,120,NULL,2
mu06,8,120,NULL,2
mu06,8,120,NULL,2
mu06,8,120,NULL,2
mu06,8,120,NULL,2
mu06,13,120,NULL,3
mu06,13,120,NULL,3
mu06,13,120,NULL,3
mu06,13,120,NULL,3
mu06,13,120,NULL,3
mu06,18,120,NULL,4
mu06,18,120,NULL,4
mu06,18,120,NULL,4
mu06,18,120,NULL,4
mu06,18,120,NULL,4
mu06,23,120,NULL,5
mu06,23,120,NULL,5
mu06,23,120,NULL,5
mu06,23,120,NULL,5
mu06,23,120,NULL,5
mu06,28,120,BEPI,6
mu06,28,120,NULL,6
mu06,28,120,NULL,6
mu06,28,120,NULL,6
mu06,28,120,NULL,6
mu06,28,120,NULL,6
mu06,33,120,NULL,7
mu06,33,120,NULL,7
mu06,33,120,NULL,7
mu06,33,120,NULL,7
mu06,33,120,NULL,7
mu06,38,120,NULL,8
mu06,38,120,NULL,8
mu06,38,120,NULL,8
mu06,38,120,NULL,8
mu06,38,120,NULL,8
mu06,43,120,NULL,9
mu06,43,120,NULL,9
mu06,43,120,NULL,9
mu06,43,120,NULL,9
mu06,43,120,NULL,9
mu06,43,120,TGSQ,9
mu06,48,120,NULL,10
mu06,48,120,NULL,10
mu06,48,120,NULL,10
mu06,48,120,NULL,10
mu06,48,120,NULL,10
mu06,48,120,PTMA,10
mu06,53,120,NULL,11
mu06,53,120,NULL,11
mu06,53,120,NULL,11
mu06,53,120,NULL,11
mu06,53,120,NULL,11
mu06,58,120,NULL,12
mu06,58,120,NULL,12
mu06,58,120,NULL,12
mu06,58,120,NULL,12
mu06,58,120,NULL,12
mu06,63,120,NULL,13
mu06,63,120,NULL,13
mu06,63,120,NULL,13
mu06,63,120,NULL,13
mu06,63,120,NULL,13
mu06,68,120,NULL,14
mu06,68,120,NULL,14
mu06,68,120,NULL,14
mu06,68,120,NULL,14
mu06,68,120,NULL,14
mu06,73,120,NULL,15
mu06,73,120,NULL,15
mu06,73,120,NULL,15
mu06,73,120,NULL,15
mu06,73,120,NULL,15
mu06,78,120,BEPI,16
mu06,78,120,NULL,16
mu06,78,120,NULL,16
mu06,78,120,NULL,16
mu06,78,120,NULL,16
mu06,78,120,NULL,16
mu06,78,120,SAMB,16
mu06,83,120,MONG,17
mu06,83,120,NULL,17
mu06,83,120,NULL,17
mu06,83,120,NULL,17
mu06,83,120,NULL,17
mu06,83,120,NULL,17
mu06,88,120,NULL,18
mu06,88,120,NULL,18
mu06,88,120,NULL,18
mu06,88,120,NULL,18
mu06,88,120,NULL,18
mu06,93,120,NULL,19
mu06,93,120,NULL,19
mu06,93,120,NULL,19
mu06,93,120,NULL,19
mu06,93,120,NULL,19
mu06,93,120,PTMA,19
mu06,98,120,NULL,20
mu06,98,120,NULL,20
mu06,98,120,NULL,20
mu06,98,120,NULL,20
mu06,98,120,NULL,20
mu06,103,120,NULL,21
mu06,103,120,NULL,21
mu06,103,120,NULL,21
mu06,103,120,NULL,21
mu06,103,120,NULL,21
mu06,108,120,NULL,22
mu06,108,120,NULL,22
mu06,108,120,NULL,22
mu06,108,120,NULL,22
mu06,108,120,NULL,22
mu06,112,53,NULL,23
mu06,112,53,NULL,23
mu06,112,53,NULL,23
mu07,3,109.5,NULL,1
mu07,3,109.5,NULL,1
mu07,3,109.5,NULL,1
mu07,3,109.5,NULL,1
mu07,3,109.5,NULL,1
mu07,3,109.5,SAMB,1
mu07,8,120,NULL,2
mu07,8,120,NULL,2
mu07,8,120,NULL,2
mu07,8,120,NULL,2
mu07,8,120,NULL,2
mu07,8,120,SAMB,2
mu07,13,120,NULL,3
mu07,13,120,NULL,3
mu07,13,120,NULL,3
mu07,13,120,NULL,3
mu07,13,120,NULL,3
mu07,18,120,NULL,4
mu07,18,120,NULL,4
mu07,18,120,NULL,4
mu07,18,120,NULL,4
mu07,18,120,NULL,4
mu07,23,120,NULL,5
mu07,23,120,NULL,5
mu07,23,120,NULL,5
mu07,23,120,NULL,5
mu07,23,120,NULL,5
mu07,28,120,NULL,6
mu07,28,120,NULL,6
mu07,28,120,NULL,6
mu07,28,120,NULL,6
mu07,28,120,NULL,6
mu07,33,120,NULL,7
mu07,33,120,NULL,7
mu07,33,120,NULL,7
mu07,33,120,NULL,7
mu07,33,120,NULL,7
mu07,38,120,NULL,8
mu07,38,120,NULL,8
mu07,38,120,NULL,8
mu07,38,120,NULL,8
mu07,38,120,NULL,8
mu07,43,120,NULL,9
mu07,43,120,NULL,9
mu07,43,120,NULL,9
mu07,43,120,NULL,9
mu07,43,120,NULL,9
mu07,48,120,BEPI,10
mu07,48,120,NULL,10
mu07,48,120,NULL,10
mu07,48,120,NULL,10
mu07,48,120,NULL,10
mu07,48,120,NULL,10
mu07,53,120,NULL,11
mu07,53,120,NULL,11
mu07,53,120,NULL,11
mu07,53,120,NULL,11
mu07,53,120,NULL,11
mu07,58,120,NULL,12
mu07,58,120,NULL,12
mu07,58,120,NULL,12
mu07,58,120,NULL,12
mu07,58,120,NULL,12
mu07,63,120,NULL,13
mu07,63,120,NULL,13
mu07,63,120,NULL,13
mu07,63,120,NULL,13
mu07,63,120,NULL,13
mu07,66,17.5,NULL,14
mu07,66,17.5,SAMB,14
mu09,3,108.5,NULL,1
mu09,3,108.5,NULL,1
mu09,3,108.5,NULL,1
mu09,3,108.5,NULL,1
mu09,3,108.5,NULL,1
mu09,8,120,NULL,2
mu09,8,120,NULL,2
mu09,8,120,NULL,2
mu09,8,120,NULL,2
mu09,8,120,NULL,2
mu09,13,120,NULL,3
mu09,13,120,NULL,3
mu09,13,120,NULL,3
mu09,13,120,NULL,3
mu09,13,120,NULL,3
mu09,18,120,NULL,4
mu09,18,120,NULL,4
mu09,18,120,NULL,4
mu09,18,120,NULL,4
mu09,18,120,NULL,4
mu09,23,120,NULL,5
mu09,23,120,NULL,5
mu09,23,120,NULL,5
mu09,23,120,NULL,5
mu09,23,120,NULL,5
mu09,28,120,NULL,6
mu09,28,120,NULL,6
mu09,28,120,NULL,6
mu09,28,120,NULL,6
mu09,28,120,NULL,6
mu09,33,120,MUNT,7
mu09,33,120,NULL,7
mu09,33,120,NULL,7
mu09,33,120,NULL,7
mu09,33,120,NULL,7
mu09,33,120,NULL,7
mu09,38,120,NULL,8
mu09,38,120,NULL,8
mu09,38,120,NULL,8
mu09,38,120,NULL,8
mu09,38,120,NULL,8
mu09,43,120,NULL,9
mu09,43,120,NULL,9
mu09,43,120,NULL,9
mu09,43,120,NULL,9
mu09,43,120,NULL,9
mu09,48,120,NULL,10
mu09,48,120,NULL,10
mu09,48,120,NULL,10
mu09,48,120,NULL,10
mu09,48,120,NULL,10
mu09,48,120,PTMA,10
mu09,53,120,NULL,11
mu09,53,120,NULL,11
mu09,53,120,NULL,11
mu09,53,120,NULL,11
mu09,53,120,NULL,11
mu09,58,120,NULL,12
mu09,58,120,NULL,12
mu09,58,120,NULL,12
mu09,58,120,NULL,12
mu09,58,120,NULL,12
mu09,63,120,NULL,13
mu09,63,120,NULL,13
mu09,63,120,NULL,13
mu09,63,120,NULL,13
mu09,63,120,NULL,13
mu09,63,120,PTMA,13
mu09,68,120,NULL,14
mu09,68,120,NULL,14
mu09,68,120,NULL,14
mu09,68,120,NULL,14
mu09,68,120,NULL,14
mu09,73,120,NULL,15
mu09,73,120,NULL,15
mu09,73,120,NULL,15
mu09,73,120,NULL,15
mu09,73,120,NULL,15
mu09,78,120,NULL,16
mu09,78,120,NULL,16
mu09,78,120,NULL,16
mu09,78,120,NULL,16
mu09,78,120,NULL,16
mu09,83,120,NULL,17
mu09,83,120,NULL,17
mu09,83,120,NULL,17
mu09,83,120,NULL,17
mu09,83,120,NULL,17
mu09,83,120,PTMA,17
mu09,88,120,BEPI,18
mu09,88,120,NULL,18
mu09,88,120,NULL,18
mu09,88,120,NULL,18
mu09,88,120,NULL,18
mu09,88,120,NULL,18
mu09,93,120,BEPI,19
mu09,93,120,NULL,19
mu09,93,120,NULL,19
mu09,93,120,NULL,19
mu09,93,120,NULL,19
mu09,93,120,NULL,19
mu09,98,120,NULL,20
mu09,98,120,NULL,20
mu09,98,120,NULL,20
mu09,98,120,NULL,20
mu09,98,120,NULL,20
mu09,103,120,NULL,21
mu09,103,120,NULL,21
mu09,103,120,NULL,21
mu09,103,120,NULL,21
mu09,103,120,NULL,21
mu09,108,120,MUNT,22
mu09,108,120,NULL,22
mu09,108,120,NULL,22
mu09,108,120,NULL,22
mu09,108,120,NULL,22
mu09,108,120,NULL,22
mu09,108,120,TSPO,22
mu09,113,120,NULL,23
mu09,113,120,NULL,23
mu09,113,120,NULL,23
mu09,113,120,NULL,23
mu09,113,120,NULL,23
mu09,113,120,TSPO,23
mu09,118,120,NULL,24
mu09,118,120,NULL,24
mu09,118,120,NULL,24
mu09,118,120,NULL,24
mu09,118,120,NULL,24
mu09,123,120,NULL,25
mu09,123,120,NULL,25
mu09,123,120,NULL,25
mu09,123,120,NULL,25
mu09,123,120,NULL,25
mu09,128,120,NULL,26
mu09,128,120,NULL,26
mu09,128,120,NULL,26
mu09,128,120,NULL,26
mu09,128,120,NULL,26
mu09,133,120,NULL,27
mu09,133,120,NULL,27
mu09,133,120,NULL,27
mu09,133,120,NULL,27
mu09,133,120,NULL,27
mu09,138,120,NULL,28
mu09,138,120,NULL,28
mu09,138,120,NULL,28
mu09,138,120,NULL,28
mu09,138,120,NULL,28
mu09,143,120,NULL,29
mu09,143,120,NULL,29
mu09,143,120,NULL,29
mu09,143,120,NULL,29
mu09,143,120,NULL,29
mu09,148,120,NULL,30
mu09,148,120,NULL,30
mu09,148,120,NULL,30
mu09,148,120,NULL,30
mu09,148,120,NULL,30
mu09,153,120,NULL,31
mu09,153,120,NULL,31
mu09,153,120,NULL,31
mu09,153,120,NULL,31
mu09,153,120,NULL,31
mu09,153,120,TSPO,31
mu09,158,120,NULL,32
mu09,158,120,NULL,32
mu09,158,120,NULL,32
mu09,158,120,NULL,32
mu09,158,120,NULL,32
mu09,163,120,NULL,33
mu09,163,120,NULL,33
mu09,163,120,NULL,33
mu09,163,120,NULL,33
mu09,163,120,NULL,33
mu09,168,120,NULL,34
mu09,168,120,NULL,34
mu09,168,120,NULL,34
mu09,168,120,NULL,34
mu09,168,120,NULL,34
mu09,173,120,NULL,35
mu09,173,120,NULL,35
mu09,173,120,NULL,35
mu09,173,120,NULL,35
mu09,173,120,NULL,35
mu09,178,120,NULL,36
mu09,178,120,NULL,36
mu09,178,120,NULL,36
mu09,178,120,NULL,36
mu09,178,120,NULL,36
mu09,183,120,NULL,37
mu09,183,120,NULL,37
mu09,183,120,NULL,37
mu09,183,120,NULL,37
mu09,183,120,NULL,37
mu09,188,120,NULL,38
mu09,188,120,NULL,38
mu09,188,120,NULL,38
mu09,188,120,NULL,38
mu09,188,120,NULL,38
mu09,193,120,NULL,39
mu09,193,120,NULL,39
mu09,193,120,NULL,39
mu09,193,120,NULL,39
mu09,193,120,NULL,39
mu09,198,120,NULL,40
mu09,198,120,NULL,40
mu09,198,120,NULL,40
mu09,198,120,NULL,40
mu09,198,120,NULL,40
mu09,203,104.5,NULL,41
mu09,203,104.5,NULL,41
mu09,203,104.5,NULL,41
mu09,203,104.5,NULL,41
mu09,203,104.5,NULL,41
mu10,3,108,NULL,1
mu10,3,108,NULL,1
mu10,3,108,NULL,1
mu10,3,108,NULL,1
mu10,3,108,NULL,1
mu10,8,120,NULL,2
mu10,8,120,NULL,2
mu10,8,120,NULL,2
mu10,8,120,NULL,2
mu10,8,120,NULL,2
mu10,13,120,NULL,3
mu10,13,120,NULL,3
mu10,13,120,NULL,3
mu10,13,120,NULL,3
mu10,13,120,NULL,3
mu10,18,120,NULL,4
mu10,18,120,NULL,4
mu10,18,120,NULL,4
mu10,18,120,NULL,4
mu10,18,120,NULL,4
mu10,23,120,NULL,5
mu10,23,120,NULL,5
mu10,23,120,NULL,5
mu10,23,120,NULL,5
mu10,23,120,NULL,5
mu10,28,120,MUNT,6
mu10,28,120,NULL,6
mu10,28,120,NULL,6
mu10,28,120,NULL,6
mu10,28,120,NULL,6
mu10,28,120,NULL,6
mu10,33,120,NULL,7
mu10,33,120,NULL,7
mu10,33,120,NULL,7
mu10,33,120,NULL,7
mu10,33,120,NULL,7
mu10,33,120,TSPO,7
mu10,38,120,NULL,8
mu10,38,120,NULL,8
mu10,38,120,NULL,8
mu10,38,120,NULL,8
mu10,38,120,NULL,8
mu10,43,120,NULL,9
mu10,43,120,NULL,9
mu10,43,120,NULL,9
mu10,43,120,NULL,9
mu10,43,120,NULL,9
mu10,43,120,TSPO,9
mu10,48,120,NULL,10
mu10,48,120,NULL,10
mu10,48,120,NULL,10
mu10,48,120,NULL,10
mu10,48,120,NULL,10
mu10,48,120,TSPO,10
mu10,53,120,MUNT,11
mu10,53,120,NULL,11
mu10,53,120,NULL,11
mu10,53,120,NULL,11
mu10,53,120,NULL,11
mu10,53,120,NULL,11
mu10,58,120,NULL,12
mu10,58,120,NULL,12
mu10,58,120,NULL,12
mu10,58,120,NULL,12
mu10,58,120,NULL,12
mu10,58,120,TSPO,12
mu10,58,120,TSPO,12
mu10,63,120,NULL,13
mu10,63,120,NULL,13
mu10,63,120,NULL,13
mu10,63,120,NULL,13
mu10,63,120,NULL,13
mu10,63,120,TSPO,13
mu10,63,120,TSPO,13
mu10,68,120,NULL,14
mu10,68,120,NULL,14
mu10,68,120,NULL,14
mu10,68,120,NULL,14
mu10,68,120,NULL,14
mu10,73,120,NULL,15
mu10,73,120,NULL,15
mu10,73,120,NULL,15
mu10,73,120,NULL,15
mu10,73,120,NULL,15
mu10,73,120,TSPO,15
mu10,78,120,NULL,16
mu10,78,120,NULL,16
mu10,78,120,NULL,16
mu10,78,120,NULL,16
mu10,78,120,NULL,16
mu10,83,120,NULL,17
mu10,83,120,NULL,17
mu10,83,120,NULL,17
mu10,83,120,NULL,17
mu10,83,120,NULL,17
mu10,83,120,PTMA,17
mu10,83,120,TSPO,17
mu10,88,120,NULL,18
mu10,88,120,NULL,18
mu10,88,120,NULL,18
mu10,88,120,NULL,18
mu10,88,120,NULL,18
mu10,93,120,NULL,19
mu10,93,120,NULL,19
mu10,93,120,NULL,19
mu10,93,120,NULL,19
mu10,93,120,NULL,19
mu10,98,120,NULL,20
mu10,98,120,NULL,20
mu10,98,120,NULL,20
mu10,98,120,NULL,20
mu10,98,120,NULL,20
mu10,103,120,NULL,21
mu10,103,120,NULL,21
mu10,103,120,NULL,21
mu10,103,120,NULL,21
mu10,103,120,NULL,21
mu10,108,120,MUNT,22
mu10,108,120,NULL,22
mu10,108,120,NULL,22
mu10,108,120,NULL,22
mu10,108,120,NULL,22
mu10,108,120,NULL,22
mu11,3,106.5,NULL,1
mu11,3,106.5,NULL,1
mu11,3,106.5,NULL,1
mu11,3,106.5,NULL,1
mu11,3,106.5,NULL,1
mu11,8,120,NULL,2
mu11,8,120,NULL,2
mu11,8,120,NULL,2
mu11,8,120,NULL,2
mu11,8,120,NULL,2
mu11,13,120,NULL,3
mu11,13,120,NULL,3
mu11,13,120,NULL,3
mu11,13,120,NULL,3
mu11,13,120,NULL,3
mu11,18,120,NULL,4
mu11,18,120,NULL,4
mu11,18,120,NULL,4
mu11,18,120,NULL,4
mu11,18,120,NULL,4
mu11,23,120,NULL,5
mu11,23,120,NULL,5
mu11,23,120,NULL,5
mu11,23,120,NULL,5
mu11,23,120,NULL,5
mu11,28,120,NULL,6
mu11,28,120,NULL,6
mu11,28,120,NULL,6
mu11,28,120,NULL,6
mu11,28,120,NULL,6
mu11,33,120,NULL,7
mu11,33,120,NULL,7
mu11,33,120,NULL,7
mu11,33,120,NULL,7
mu11,33,120,NULL,7
mu11,38,120,NULL,8
mu11,38,120,NULL,8
mu11,38,120,NULL,8
mu11,38,120,NULL,8
mu11,38,120,NULL,8
mu11,43,120,NULL,9
mu11,43,120,NULL,9
mu11,43,120,NULL,9
mu11,43,120,NULL,9
mu11,43,120,NULL,9
mu11,48,120,NULL,10
mu11,48,120,NULL,10
mu11,48,120,NULL,10
mu11,48,120,NULL,10
mu11,48,120,NULL,10
mu11,53,120,NULL,11
mu11,53,120,NULL,11
mu11,53,120,NULL,11
mu11,53,120,NULL,11
mu11,53,120,NULL,11
mu11,58,120,NULL,12
mu11,58,120,NULL,12
mu11,58,120,NULL,12
mu11,58,120,NULL,12
mu11,58,120,NULL,12
mu11,63,120,NULL,13
mu11,63,120,NULL,13
mu11,63,120,NULL,13
mu11,63,120,NULL,13
mu11,63,120,NULL,13
mu11,68,120,NULL,14
mu11,68,120,NULL,14
mu11,68,120,NULL,14
mu11,68,120,NULL,14
mu11,68,120,NULL,14
mu11,73,120,NULL,15
mu11,73,120,NULL,15
mu11,73,120,NULL,15
mu11,73,120,NULL,15
mu11,73,120,NULL,15
mu11,76.5,34.5,NULL,16
mu11,76.5,34.5,NULL,16
mu12,3,110.5,NULL,1
mu12,3,110.5,NULL,1
mu12,3,110.5,NULL,1
mu12,3,110.5,NULL,1
mu12,3,110.5,NULL,1
mu12,8,120,NULL,2
mu12,8,120,NULL,2
mu12,8,120,NULL,2
mu12,8,120,NULL,2
mu12,8,120,NULL,2
mu12,13,120,NULL,3
mu12,13,120,NULL,3
mu12,13,120,NULL,3
mu12,13,120,NULL,3
mu12,13,120,NULL,3
mu12,18,120,NULL,4
mu12,18,120,NULL,4
mu12,18,120,NULL,4
mu12,18,120,NULL,4
mu12,18,120,NULL,4
mu12,23,120,NULL,5
mu12,23,120,NULL,5
mu12,23,120,NULL,5
mu12,23,120,NULL,5
mu12,23,120,NULL,5
mu12,28,120,NULL,6
mu12,28,120,NULL,6
mu12,28,120,NULL,6
mu12,28,120,NULL,6
mu12,28,120,NULL,6
mu12,33,120,NULL,7
mu12,33,120,NULL,7
mu12,33,120,NULL,7
mu12,33,120,NULL,7
mu12,33,120,NULL,7
mu12,38,120,NULL,8
mu12,38,120,NULL,8
mu12,38,120,NULL,8
mu12,38,120,NULL,8
